0.250,0.101
0.250,0.101
0.250,0.101
0.250,0.101
0.250,0.101
0.242,0.109
0.500,0.359
0.242,0.109
0.242,0.109
0.367,0.109
0.250,0.101
0.250,0.101
0.250,0.101
0.250,0.101
0.375,0.234
0.250,0.109
0.250,0.109
0.250,0.109
0.375,0.234
0.250,0.109
0.492,0.109
0.367,0.234
0.250,0.101
0.250,0.109
0.367,0.234
0.250,0.109
0.242,0.101
0.242,0.109
0.242,0.109
0.242,0.109
0.242,0.109
0.375,0.226
0.375,0.109
0.242,0.109
0.250,0.109
0.625,0.476
0.500,0.359
0.492,0.109
0.375,0.109
0.250,0.109
0.242,0.101
0.367,0.109
0.250,0.109
0.617,0.476
0.250,0.109
0.250,0.109
0.375,0.226
0.250,0.109
0.250,0.109
0.250,0.109
0.250,0.109
0.250,0.109
0.242,0.109
0.250,0.109
0.242,0.109
0.242,0.109
0.375,0.109
0.250,0.109
0.250,0.101
0.242,0.101
0.367,0.226
0.242,0.101
0.242,0.101
1.125,0.101
0.250,0.101
0.250,0.101
0.250,0.101
0.250,0.101
0.250,0.109
0.250,0.109
0.250,0.109
0.250,0.109
0.242,0.101
0.250,0.109
0.500,0.359
0.250,0.109
xxx,xxx
0.282,0.079
1.65061,0.079
0.133,0.047
0.274,0.079
0.282,0.079
0.274,0.079
0.274,0.079
0.274,0.079
0.274,0.071
0.157,0.071
0.157,0.071
1.65311,0.321
0.157,0.071
0.149,0.071
0.149,0.071
1.65186,0.204
0.149,0.071
0.149,0.071
0.282,0.079
0.399,0.079
0.282,0.079
0.157,0.071
0.282,0.079
0.282,0.079
0.282,0.079
0.282,0.079
0.282,0.079
1.65061,0.329
0.282,0.079
0.399,0.079
1.65061,0.329
0.282,0.079
0.282,0.079
0.282,0.079
0.157,0.071
0.282,0.079
0.282,0.079
0.282,0.079
0.282,0.079
0.157,0.071
0.399,0.204
1.65069,0.329
0.399,0.321
0.157,0.071
0.157,0.071
0.157,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.274,0.079
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
1.64951,0.219
0.149,0.079
0.157,0.071
0.157,0.071
0.149,0.071
0.157,0.071
0.157,0.071
0.149,0.071
0.149,0.071
0.399,0.321
0.149,0.079
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.079
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.157,0.071
0.149,0.071
0.157,0.071
0.157,0.071
0.157,0.071
0.399,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.149,0.071
0.399,0.329
0.149,0.071
0.274,0.196
0.149,0.079
0.149,0.071
0.149,0.071
0.407,0.071
0.149,0.071
xxx,xxx
0.109,0.039
0.359,0.039
0.109,0.031
0.117,0.039
0.109,0.039
0.133,0.055
0.117,0.039
0.117,0.039
0.117,0.039
0.109,0.039
0.117,0.039
0.117,0.039
0.117,0.039
0.117,0.039
0.117,0.039
0.109,0.039
0.117,0.039
0.117,0.039
0.117,0.039
0.211,0.133
0.328,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.320,0.250
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.320,0.242
0.320,0.117
0.195,0.117
0.320,0.242
0.195,0.117
0.195,0.117
0.195,0.117
0.320,0.242
0.195,0.125
1.65107,0.117
0.453,0.375
0.195,0.117
0.195,0.117
0.195,0.117
0.203,0.125
0.195,0.117
0.203,0.125
0.453,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.328,0.242
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.117
0.195,0.125
0.195,0.117
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.320,0.242
0.195,0.117
0.195,0.117
0.195,0.125
0.195,0.125
0.203,0.117
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.453,0.375
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.195,0.125
0.445,0.375
0.195,0.125
0.195,0.125
0.195,0.125
0.328,0.242
0.195,0.125
0.195,0.125
0.195,0.125
xxx,xxx
