0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.336,0.070
0.578,0.070
0.203,0.070
0.453,0.070
0.203,0.070
0.203,0.070
0.703,0.062
0.211,0.062
0.203,0.062
0.211,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.453,0.062
0.203,0.062
0.703,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.703,0.062
0.203,0.062
0.586,0.062
0.203,0.062
0.203,0.062
0.453,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.211,0.062
0.203,0.062
0.211,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.203,0.062
0.328,0.070
0.203,0.062
0.203,0.062
0.453,0.312
1.578,1.445
1.203,0.437
0.203,0.062
0.211,0.070
0.578,0.437
0.203,0.062
0.336,0.195
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.070
0.203,0.062
2.211,2.65348
0.203,0.062
1.65365,0.445
1.078,0.187
0.328,0.062
0.203,0.062
0.203,0.070
0.336,0.187
0.328,0.187
0.203,0.070
1.086,0.070
65026.65490,65025.65473
0.461,0.070
1.65490,0.437
1.453,1.070
0.211,0.070
xxx,xxx
0.102,0.016
0.414,0.336
0.102,0.024
0.102,0.024
0.102,0.024
0.352,0.024
0.102,0.024
0.102,0.024
0.352,0.024
0.102,0.024
0.102,0.024
0.094,0.016
0.172,0.102
0.094,0.024
0.102,0.024
0.352,0.274
0.094,0.024
0.102,0.016
0.094,0.024
0.344,0.266
0.102,0.016
0.094,0.024
0.094,0.024
0.102,0.016
0.094,0.024
0.094,0.024
0.102,0.016
0.344,0.016
0.094,0.016
0.094,0.016
0.102,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.094,0.016
0.352,0.266
0.094,0.016
0.344,0.266
0.102,0.016
0.094,0.016
0.094,0.016
0.352,0.016
0.094,0.016
0.094,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.094,0.024
0.094,0.016
0.352,0.016
0.094,0.016
0.094,0.016
0.094,0.016
0.469,0.399
0.094,0.016
0.094,0.016
0.094,0.016
0.219,0.149
0.102,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.102,0.016
0.102,0.016
0.094,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.344,0.016
0.094,0.016
0.094,0.016
0.094,0.024
0.094,0.016
0.344,0.016
0.102,0.024
0.094,0.016
0.102,0.016
0.102,0.016
0.094,0.016
0.094,0.016
0.102,0.024
0.094,0.024
0.094,0.024
0.102,0.024
0.094,0.016
0.344,0.266
0.102,0.024
0.094,0.016
0.352,0.266
0.094,0.024
0.102,0.016
xxx,xxx
0.219,0.078
1.64998,0.078
0.219,0.078
0.219,0.078
0.219,0.078
0.344,0.078
0.219,0.078
0.336,0.203
1.64998,0.320
0.211,0.078
0.211,0.078
0.211,0.078
0.219,0.078
0.336,0.203
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.219,0.070
0.211,0.070
0.211,0.078
0.211,0.070
0.211,0.070
0.211,0.070
0.336,0.070
1.64998,0.070
0.211,0.070
1.64998,0.328
0.336,0.070
0.211,0.070
0.211,0.070
0.219,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.219,0.070
0.211,0.070
0.219,0.070
0.336,0.070
0.211,0.070
1.64998,0.328
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.078
0.336,0.195
0.219,0.078
0.211,0.070
0.219,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
0.219,0.078
0.211,0.070
0.211,0.070
0.211,0.070
0.211,0.070
1.65006,0.328
5.64998,1.65106
1.65256,0.328
1.344,1.195
1.65498,1.65364
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.070
0.211,0.070
0.336,0.070
0.219,0.070
1.65006,0.320
0.211,0.078
0.211,0.078
0.344,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
0.211,0.078
xxx,xxx
0.242,0.101
0.250,0.101
0.492,0.101
0.617,0.484
0.250,0.101
0.242,0.101
0.250,0.101
0.250,0.101
0.242,0.101
0.242,0.109
0.250,0.101
0.492,0.226
0.242,0.101
0.250,0.109
0.492,0.101
0.250,0.101
0.375,0.226
0.242,0.101
0.375,0.101
0.750,0.601
0.367,0.101
0.250,0.101
0.367,0.226
