7552,7574,0.5 
10284,10278,1.0 
15637,15638,1.5 
17169,17158,2.0 
22212,22198,2.5 
25805,25798,3.0 
29872,29862,3.5 
-30929,-30938,4.0 
-28539,-28538,4.5 
-23864,-23866,5
-19583,-19594,5.5 
-15321,-15242,6.0
-13757,-13770,6.5
-8775,-8778,7.0
-3810,-3818,7.5
-2390,-2218,8.0
4098,4086,8.5
8208,8198,9.0
12303,12358,9.5 
16218,16214,10.0
